Country,Query,Status,Excluding.AMP,Difference.after.excluding.AMP,Match,Streamlined_Match,AMP.Cited,Concordance,ISO,Country.Name,WHO_Region
Mali,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLI,Mali,AFRO
Mali,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 15.04.11.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/adjUnLYT_Jou7jBpMC1SbQ/21ljKrOTloyxef31cdAtYvXdm5Uf5E2r0MYQlf5Z6phanVjQ2EDNkbgo8gi7XlEywnLNz__FVZDAIJUrpU5O9I7D6hq_vGuVf_wN0PpN3NnjlleFDnYfJR9kCjMNtuNqHVrdUi004AnJF0QWaUargs829KK90zC8CrtJnL0lPpYedWQwr6zfhAMRzSxX-yCO/AHlN89g97RUGBQ2RnkzJ6e8IXAkqRxhfk5LVYUYbYw4),Major difference,AI info was not relevant,No,checked,No: GAI Misses Information,MLI,Mali,AFRO
Mali,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 15.04.44.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/mTAvSGnX5-4awcDBpOaSTQ/YfV8HSwJ5U74nqIX4Fq40pHy3c-4NY00pleYBz1OlH2u7w8Kj6kwNna_avXzBtc9vFSgfVnGKeQ2FPU-JAmvi3P3I0N19DlYgBlXqyb3gJ0MfOQblDLd26kXGFc9FgRFCW6v8Dkcs3eEod_PrM2m4vVwU-HzBMRlFknueOYF8q2rZ7qt5dazYwNJ5gZBDY-e/FvnN9h8Vky2v31NtMkL7lY3b4_dWLCcQ_mAts2ddOC8),Major difference,No - AI misses info found by human,No,checked,No: GAI Misses Information,MLI,Mali,AFRO
Mali,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLI,Mali,AFRO
Mali,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLI,Mali,AFRO
Mali,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLI,Mali,AFRO
Malta,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLT,Malta,EURO
Malta,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLT,Malta,EURO
Malta,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLT,Malta,EURO
Malta,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLT,Malta,EURO
Malta,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLT,Malta,EURO
Malta,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLT,Malta,EURO
Malta,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLT,Malta,EURO
Malta,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MLT,Malta,EURO
Marshall Islands,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MHL,Marshall Islands,WPRO
Marshall Islands,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MHL,Marshall Islands,WPRO
Marshall Islands,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MHL,Marshall Islands,WPRO
Marshall Islands,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MHL,Marshall Islands,WPRO
Marshall Islands,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MHL,Marshall Islands,WPRO
Marshall Islands,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MHL,Marshall Islands,WPRO
Marshall Islands,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MHL,Marshall Islands,WPRO
Marshall Islands,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MHL,Marshall Islands,WPRO
Mauritania,1. What law allows the government to isolate?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,MRT,Mauritania,AFRO
Mauritania,2. What level of government isolates?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,MRT,Mauritania,AFRO
Mauritania,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,MRT,Mauritania,AFRO
Mauritania,4. Does the law limit isolation to a list?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,MRT,Mauritania,AFRO
Mauritania,5. Allow for to isolation of contacts?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,MRT,Mauritania,AFRO
Mauritania,6. What level of government quarantines?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,MRT,Mauritania,AFRO
Mauritania,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,MRT,Mauritania,AFRO
Mauritania,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,MRT,Mauritania,AFRO
Mauritius,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MUS,Mauritius,AFRO
Mauritius,2. What level of government isolates?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 15.25.38.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/YTYsejyYmgKL5AHWKGP3mw/XP_kgzR9tY8w_fzgVI3Ua4ysGwJDxJMyfsnHen9zG6Gnh9QpOLBAfPitn0HSaaG981plQYfZY51bBKaYzbAAjrQKeO-1m_vfneJGv8gcvKek_lTpJuO-DYidlGd5bKzTtZR_sVCP6U6UGBqzRYEx5epLEMw77XSy7c2ZIyxPtgzturZ8dzB6WFvIxr3XqcFC/KbHAmJo38JYsRzWvAJoRh0a1AYWOnVvOC7lHSelFvlc),No major difference,Yes,Yes,checked,Yes,MUS,Mauritius,AFRO
Mauritius,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,Screenshot 2024-09-15 at 15.25.51.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/uDhXRXae_aP4SeExtGf8yg/IpZZatES-HXbT9pKxDLHyvGMt_Q9pnRGxCdDTtdwBb7-o0b78q0g2mtIhf-e7cWcS4w_ZRTntRldklukJdavBTqYpECMYTvrlwxI9MwPToRMRYvrSc2QjwrontLrZbF-AzzV2O4QJwLFCOapPaTwRaylwHTR9Sa6t4lmHuM5wWzMrru11RQ4hfDdoauTT6Cq/-lGsFTmUszp2Sw7vfiZD2j_fY_SkOlotdT2GtaPBCjg),Major difference,No - AI misses info found by human,No,checked,No: GAI Misses Information,MUS,Mauritius,AFRO
Mauritius,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 15.26.17.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/WKC6KKgynwmEPrZXD1q0nQ/_aPwEk_8wp24-mhnj8ZqmHlPtRcy8_k3PTaq8Mt7BG7Dsq6xayGVG7whxWqksnavFt98QTR6arO5FRvQ5XYcPTiaFKW-lM9VWPeLm9c6oP3hqomAaDINcvFdvfX1IAjSyXh3JmPP7sw3rQm6qW5XOoVrvgRCZ0p6rCM86WrNNzalE4fHxgpfJKeDZDjiO0Ty/xiAbhlhKXzg58VsBADamsjsWZfjJIu_FuYCIr0RNPvI),No major difference,No - AI misses info found by human,No,checked,No: GAI Misses Information,MUS,Mauritius,AFRO
Mauritius,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MUS,Mauritius,AFRO
Mauritius,6. What level of government quarantines?,New document identified - suggest excluding,Screenshot 2024-09-15 at 15.27.39.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/EqmeNelxw-u_-7bIA2gHvw/_pNR9X-LoUQFw64GbS7O_XVIMT_zFfSR6js28OhomhLl7Hgdc5lnS1xnCfwZO_HVhu8vwJk8tmyiJh1XLCi65nGBVjrgJgds0ulH7aYiQr-4Hny-CrYQavp1JvU0iPx3ReDn4idzhBBNMdW6wYct-bvT4BON3HFn8fRWUCxPnURWmwJsyk0f2Hx21nuRIG9K/Qp_CgSHg8zEva-DJTFAX9ho7_jDSUT8laBVuuChbdJM),No major difference,No - AI provides wrong info,No,checked,No: GAI Provides Incorrect Information,MUS,Mauritius,AFRO
Mauritius,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 15.28.20.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/I8ou5fn2BsgnfDqfcmYqVw/p42_ueyPAWunvcG9-jx5UEUTw0J_fwjUvqlYy7ozVPp95U7UMsxss-_X9fUrulU3LovyQY7Toveq8Uxcb3sScaiVc7xoDKqJIGGBwCUPNW4EvC87XgEDJVd4UsqvepEQcLYIsg6dOinkSj5U6pTZXv6kOAwFzj84Oc4UUKkFVWWfPXlWTSKsvyXLofvmkUBC/FxgmBQj35Dl9aF0sbDVmDnmJkQohKpDX_zyn-OOsQDE),Major difference,No - AI provides wrong info,No,checked,No: GAI Provides Incorrect Information,MUS,Mauritius,AFRO
Mauritius,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MUS,Mauritius,AFRO
Mexico,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MEX,Mexico,AMRO
Mexico,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MEX,Mexico,AMRO
Mexico,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MEX,Mexico,AMRO
Mexico,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MEX,Mexico,AMRO
Mexico,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MEX,Mexico,AMRO
Mexico,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MEX,Mexico,AMRO
Mexico,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MEX,Mexico,AMRO
Mexico,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MEX,Mexico,AMRO
Micronesia (Federated States of Micronesia),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,FSM,Micronesia (Federated States of),WPRO
Micronesia (Federated States of Micronesia),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,FSM,Micronesia (Federated States of),WPRO
Micronesia (Federated States of Micronesia),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,FSM,Micronesia (Federated States of),WPRO
Micronesia (Federated States of Micronesia),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,FSM,Micronesia (Federated States of),WPRO
Micronesia (Federated States of Micronesia),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,FSM,Micronesia (Federated States of),WPRO
Micronesia (Federated States of Micronesia),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,FSM,Micronesia (Federated States of),WPRO
Micronesia (Federated States of Micronesia),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,FSM,Micronesia (Federated States of),WPRO
Micronesia (Federated States of Micronesia),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,FSM,Micronesia (Federated States of),WPRO
Monaco,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,MCO,Monaco,EURO
Monaco,2. What level of government isolates?,No relevant documents identified,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,MCO,Monaco,EURO
Monaco,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,MCO,Monaco,EURO
Monaco,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,MCO,Monaco,EURO
Monaco,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,MCO,Monaco,EURO
Monaco,6. What level of government quarantines?,No relevant documents identified,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,MCO,Monaco,EURO
Monaco,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,MCO,Monaco,EURO
Monaco,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,MCO,Monaco,EURO
Mongolia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNG,Mongolia,WPRO
Mongolia,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNG,Mongolia,WPRO
Mongolia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNG,Mongolia,WPRO
Mongolia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNG,Mongolia,WPRO
Mongolia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNG,Mongolia,WPRO
Mongolia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNG,Mongolia,WPRO
Mongolia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNG,Mongolia,WPRO
Mongolia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNG,Mongolia,WPRO
Montenegro,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNE,Montenegro,EURO
Montenegro,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNE,Montenegro,EURO
Montenegro,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNE,Montenegro,EURO
Montenegro,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 15.30.25.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/Y9egM8n8O2DTT-dwM1RfQA/GGx9jHK-fyY1QCqFUrxHsHSdyEGyLWNQRAuzMY6aJwQrC0xNFVFKBXW8tnKd3VZkdlacGGrHQK1G72kAqi0gLxxLJoMQkYH-u44UJKC34v-ruNthQX69wdFGahFx1x8nFJFgrvu1UPP4wi_aRpPDdaVO3-x31sNjbvzLLwFNF8JAZk_tvCvG3QMbdILTS7dI/6058IhLOVNsIVwG_1G_r4Ax20kaoI51qyDuPfNNQqJc),No major difference,Yes,Yes,checked,Yes,MNE,Montenegro,EURO
Montenegro,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 15.31.12.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/8fvw-1ij4vv1lujZ0TkMcw/1DGvh4VunbK5cdznJxwLuCCLlev2KATlHGvioieMjJTtvSGLf2IZnxiJmLJSV26AgD4t43vRVej8h0LyLOTdS5lR-S6TAoS03dnHORTmVJOm-dzkkarjKBTTTR10oMRjIP5OUFzfRDN9uJ17CboamKjxpO2NLr3ZkW9ElVYVil_pQwWjoJeOEhnlv-RXGr3h/jHF5BRLWapyVhzF4Ffrcw5xr5TrRJh0D01g-iL5JO_E),No major difference,Yes,Yes,checked,Yes,MNE,Montenegro,EURO
Montenegro,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNE,Montenegro,EURO
Montenegro,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNE,Montenegro,EURO
Montenegro,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MNE,Montenegro,EURO
Morocco,1. What law allows the government to isolate?,New document identified - suggest excluding,,,No - AI misses info found by human,No,,No: GAI Misses Information,MAR,Morocco,EMRO
Morocco,2. What level of government isolates?,New document identified - suggest excluding,,,No - AI misses info found by human,No,,No: GAI Misses Information,MAR,Morocco,EMRO
Morocco,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,,,No - AI misses info found by human,No,,No: GAI Misses Information,MAR,Morocco,EMRO
Morocco,4. Does the law limit isolation to a list?,New document identified - suggest excluding,,,No - AI misses info found by human,No,,No: GAI Misses Information,MAR,Morocco,EMRO
Morocco,5. Allow for to isolation of contacts?,New document identified - suggest excluding,,,No - AI misses info found by human,No,,No: GAI Misses Information,MAR,Morocco,EMRO
Morocco,6. What level of government quarantines?,New document identified - suggest excluding,,,No - AI misses info found by human,No,,No: GAI Misses Information,MAR,Morocco,EMRO
Morocco,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,,,No - AI misses info found by human,No,,No: GAI Misses Information,MAR,Morocco,EMRO
Morocco,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,,,No - AI misses info found by human,No,,No: GAI Misses Information,MAR,Morocco,EMRO
Mozambique,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MOZ,Mozambique,AFRO
Mozambique,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MOZ,Mozambique,AFRO
Mozambique,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MOZ,Mozambique,AFRO
Mozambique,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MOZ,Mozambique,AFRO
Mozambique,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MOZ,Mozambique,AFRO
Mozambique,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MOZ,Mozambique,AFRO
Mozambique,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MOZ,Mozambique,AFRO
Mozambique,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MOZ,Mozambique,AFRO
Myanmar (Burma),1. What law allows the government to isolate?,New document identified - suggest excluding,Screenshot 2024-09-15 at 17.00.50.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/GyQA_WQ0e-lGXAN0gpBfnA/jPtMlTaetZP1PvXrkU-Dk5RRvHi5YQLExFAwi8mcFIo80i-UvtFy2LmCvwihrzsf0YV-0hW1oFGG_Se3bGXSxEfzCi98DFAJ-g7rUJuxYPvxLYGQWCZbc_N_1WPvL_jj5OSUBnqMkWsD9-DyCV88bD2Wdb9Riqc3Rf-QYeoRy2DtL9Lumwp8ZCYrw_8J-C6e/I9GKJV1GLyaKHuijA--r1O9XHdxSnMsmBp4iABDcz0w),Major difference,Yes,Yes,checked,Yes,MMR,Myanmar,SEARO
Myanmar (Burma),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MMR,Myanmar,SEARO
Myanmar (Burma),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 17.03.10.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/flOWYxnvllwj1liEWs0Ekw/c0MIK1ipFB7BuunJh9A0U8OUjmdOMKyjoPs90Mde6tREtWkVA5ELwuAOkqvOqRK1-pia2hwSwESYF9OU8kbUVFCiuoZBRvdaTw9UxDSA-Ypi6S6aanWY9yXuWNXEJrTYRMoJkmPFuWeYZ2EKIaJF3tRlTNiJqtYLN3ZrFY9QCmANYweLXPuVxrWhDqaRKWYR/9kSXLm00DzBGgaquJ_PdXUb_wF9s7kPz6akYPuk0o60),No major difference,Yes,Yes,checked,Yes,MMR,Myanmar,SEARO
Myanmar (Burma),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 17.04.17.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/-FfkPpPcRP6Go43x6f2Vvw/6HyV4Pn7eI12Mt01xTAD9ciPkCV7B25EvQ5eLKb6bEQJIDjEk5ldqiZaT3P8UCQ_ilvbV5YB4gUF43SBMSkV42MhbdASjDCGUoKoKXgR6OIei0393qv35hrqfW49MmQWF9vi2Y9H_LtTeqJ1q9VfVA-HdljJjP6QSnIryXfnzYoPIamUYCMv4LNCUUKbxwbp/u1OVe_l0yFv8zRyb0XeYdjvwU15YI7JKL9Ly3Ufg8g4),No major difference,Yes,Yes,checked,Yes,MMR,Myanmar,SEARO
Myanmar (Burma),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MMR,Myanmar,SEARO
Myanmar (Burma),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MMR,Myanmar,SEARO
Myanmar (Burma),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MMR,Myanmar,SEARO
Myanmar (Burma),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 17.01.57.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/SjXfgT90MV00R9Xoy1ql9w/voMCpfbRbiMx4myspmixyp50Je6yeygPA3aghDzvyz_s45OObtxrSOT-hwYtVhRVOF1XqvxvgGrLa3yPHr7N15Xwyd1BsRvSxx9mYi2x9LOYwbgKdJOYUqEQbyScDoUyfsbLAPZsllp-l5gYAa-OMAPC23BbW0HqMjh48npZpW8JfvlchW-vHFQCdgsNwTbW/yGiRGfZezUBG1A1Ibdcn0GxNn3eb9F0v_mBgfjb4cPg),Major difference,Yes,Yes,checked,Yes,MMR,Myanmar,SEARO
Namibia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NAM,Namibia,AFRO
Namibia,2. What level of government isolates?,Identified document(s) already in Airtable,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,,No: GAI Misses Information,NAM,Namibia,AFRO
Namibia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI provides additional info missed by human,AI finds something missed or incorrectly interpreted by SME,,No: GAI Provides More Information,NAM,Namibia,AFRO
Namibia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NAM,Namibia,AFRO
Namibia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NAM,Namibia,AFRO
Namibia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,NAM,Namibia,AFRO
Namibia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,NAM,Namibia,AFRO
Namibia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NAM,Namibia,AFRO
Nauru,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NRU,Nauru,WPRO
Nauru,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NRU,Nauru,WPRO
Nauru,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NRU,Nauru,WPRO
Nauru,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NRU,Nauru,WPRO
Nauru,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NRU,Nauru,WPRO
Nauru,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NRU,Nauru,WPRO
Nauru,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NRU,Nauru,WPRO
Nauru,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NRU,Nauru,WPRO
Nepal,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NPL,Nepal,SEARO
Nepal,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NPL,Nepal,SEARO
Nepal,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NPL,Nepal,SEARO
Nepal,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NPL,Nepal,SEARO
Nepal,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NPL,Nepal,SEARO
Nepal,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NPL,Nepal,SEARO
Nepal,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NPL,Nepal,SEARO
Nepal,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NPL,Nepal,SEARO
Netherlands,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NLD,Netherlands,EURO
Netherlands,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NLD,Netherlands,EURO
Netherlands,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NLD,Netherlands,EURO
Netherlands,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NLD,Netherlands,EURO
Netherlands,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NLD,Netherlands,EURO
Netherlands,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NLD,Netherlands,EURO
Netherlands,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NLD,Netherlands,EURO
Netherlands,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NLD,Netherlands,EURO
New Zealand,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NZL,New Zealand,WPRO
New Zealand,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NZL,New Zealand,WPRO
New Zealand,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NZL,New Zealand,WPRO
New Zealand,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NZL,New Zealand,WPRO
New Zealand,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NZL,New Zealand,WPRO
New Zealand,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NZL,New Zealand,WPRO
New Zealand,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NZL,New Zealand,WPRO
New Zealand,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NZL,New Zealand,WPRO
Nicaragua,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIC,Nicaragua,AMRO
Nicaragua,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIC,Nicaragua,AMRO
Nicaragua,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIC,Nicaragua,AMRO
