Country,Query,Status,Match,AMP Cited
Iran (Islamic Republic of),3. Isolation enforcement mechanisms?,New document identified - suggest including,No - AI misses info found by human,
Iran (Islamic Republic of),4. Does the law limit isolation to a list?,New document identified - suggest including,No - AI misses info found by human,
Iran (Islamic Republic of),5. Allow for to isolation of contacts?,New document identified - suggest including,"AI provides correct info, human was entirely wrong",
Iran (Islamic Republic of),6. What level of government quarantines?,New document identified - suggest including,"AI provides correct info, human was entirely wrong",
Iran (Islamic Republic of),7. Quarantine enforcement mechanisms?,New document identified - suggest including,"AI provides correct info, human was entirely wrong",
Iran (Islamic Republic of),8. Does the law limit quarantine to a list?,New document identified - suggest including,"AI provides correct info, human was entirely wrong",
Iraq,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Iraq,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Iraq,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Iraq,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Iraq,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Iraq,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Iraq,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Iraq,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Ireland,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Ireland,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Ireland,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Ireland,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Ireland,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Ireland,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Ireland,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Ireland,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Israel,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Israel,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Israel,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Israel,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Israel,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Israel,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Israel,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,No - AI provides wrong info,
Israel,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Italy,1. What law allows the government to isolate?,New document identified - suggest excluding,No - Both AI misses info found by human and human misses info found by AI,
Italy,2. What level of government isolates?,New document identified - suggest excluding,No - AI misses info found by human,
Italy,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,No - AI provides wrong info,
Italy,4. Does the law limit isolation to a list?,New document identified - suggest excluding,No - AI provides wrong info,
Italy,5. Allow for to isolation of contacts?,New document identified - suggest excluding,No - AI provides wrong info,
Italy,6. What level of government quarantines?,New document identified - suggest excluding,No - AI provides wrong info,
Italy,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,"AI provides correct info, human was entirely wrong",
Italy,8. Does the law limit quarantine to a list?,No relevant documents identified,No - AI misses info found by human,
Jamaica,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Jamaica,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Jamaica,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Jamaica,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Jamaica,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,No - AI provides wrong info,
Jamaica,6. What level of government quarantines?,New document identified - suggest excluding,No - AI provides wrong info,
Jamaica,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,No - AI provides wrong info,
Jamaica,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,No - AI provides wrong info,
Japan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Japan,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Japan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Japan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Japan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Japan,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Japan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Japan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Jordan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Jordan,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Jordan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Jordan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Jordan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Jordan,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Jordan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Jordan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Kazakhstan,1. What law allows the government to isolate?,New document identified - suggest excluding,No - AI misses info found by human,
Kazakhstan,2. What level of government isolates?,New document identified - suggest excluding,No - AI provides wrong info,
Kazakhstan,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,No - AI provides additional info missed by human,
Kazakhstan,4. Does the law limit isolation to a list?,New document identified - suggest excluding,No - Both AI misses info found by human and human misses info found by AI,
Kazakhstan,5. Allow for to isolation of contacts?,New document identified - suggest excluding,Yes,
Kazakhstan,6. What level of government quarantines?,New document identified - suggest excluding,No - AI provides wrong info,
Kazakhstan,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,No - AI provides additional info missed by human,
Kazakhstan,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,"AI provides correct info, human was entirely wrong",
Kenya,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Kenya,2. What level of government isolates?,Identified document(s) already in Airtable,No - Both AI misses info found by human and human misses info found by AI,
Kenya,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Kenya,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,No - AI provides wrong info,
Kenya,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Kenya,6. What level of government quarantines?,Identified document(s) already in Airtable,No - Both AI misses info found by human and human misses info found by AI,
Kenya,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Kenya,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Kiribati,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Kiribati,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Kiribati,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Kiribati,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Kiribati,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Kiribati,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Kiribati,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Kiribati,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,No - AI provides wrong info,
Kuwait,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Kuwait,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Kuwait,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Kuwait,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Kuwait,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Kuwait,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Kuwait,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Kuwait,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Kyrgyzstan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Kyrgyzstan,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Kyrgyzstan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Kyrgyzstan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,No - AI misses info found by human,
Kyrgyzstan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Kyrgyzstan,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Kyrgyzstan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Kyrgyzstan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Lao People's Democratic Republic (Laos; Lao PDR),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Lao People's Democratic Republic (Laos; Lao PDR),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Lao People's Democratic Republic (Laos; Lao PDR),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Lao People's Democratic Republic (Laos; Lao PDR),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Lao People's Democratic Republic (Laos; Lao PDR),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Lao People's Democratic Republic (Laos; Lao PDR),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Lao People's Democratic Republic (Laos; Lao PDR),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Lao People's Democratic Republic (Laos; Lao PDR),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Latvia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Latvia,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Latvia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Latvia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Latvia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Latvia,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Latvia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,No - AI provides wrong info,
Latvia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Lebanon,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Lebanon,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Lebanon,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Lebanon,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Lebanon,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Lebanon,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Lebanon,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Lebanon,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Lesotho,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Lesotho,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Lesotho,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Lesotho,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Lesotho,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Lesotho,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Lesotho,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Lesotho,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Liberia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Liberia,2. What level of government isolates?,Identified document(s) already in Airtable,No - AI misses info found by human,checked
Liberia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Liberia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Liberia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Liberia,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Liberia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Liberia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Libya,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Libya,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Libya,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Libya,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,No - AI provides wrong info,
Libya,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Libya,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Libya,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Libya,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,No - AI misses info found by human,
Liechtenstein,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Liechtenstein,2. What level of government isolates?,Identified document(s) already in Airtable,,
Liechtenstein,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Liechtenstein,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Liechtenstein,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Liechtenstein,6. What level of government quarantines?,Identified document(s) already in Airtable,,
Liechtenstein,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Liechtenstein,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Lithuania,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Lithuania,2. What level of government isolates?,Identified document(s) already in Airtable,,
Lithuania,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Lithuania,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,
Lithuania,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Lithuania,6. What level of government quarantines?,Identified document(s) already in Airtable,,
Lithuania,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Lithuania,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,
Luxembourg,1. What law allows the government to isolate?,No relevant documents identified,No - AI misses info found by human,
Luxembourg,2. What level of government isolates?,No relevant documents identified,No - AI misses info found by human,
Luxembourg,3. Isolation enforcement mechanisms?,No relevant documents identified,No - AI misses info found by human,
Luxembourg,4. Does the law limit isolation to a list?,No relevant documents identified,No - AI provides wrong info,
Luxembourg,5. Allow for to isolation of contacts?,No relevant documents identified,No - AI misses info found by human,
Luxembourg,6. What level of government quarantines?,No relevant documents identified,No - AI misses info found by human,
Luxembourg,7. Quarantine enforcement mechanisms?,No relevant documents identified,No - AI provides wrong info,
Luxembourg,8. Does the law limit quarantine to a list?,No relevant documents identified,"Exact match in answer, but no law found",
Madagascar,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Madagascar,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Madagascar,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Madagascar,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,No - AI misses info found by human,
Madagascar,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Madagascar,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Madagascar,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Madagascar,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,No - AI misses info found by human,
Malawi,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Malawi,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Malawi,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Malawi,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Malawi,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Malawi,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Malawi,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Malawi,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Malaysia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Malaysia,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Malaysia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Malaysia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Malaysia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Malaysia,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Malaysia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Malaysia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Maldives,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Maldives,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Maldives,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Maldives,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Maldives,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Maldives,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Maldives,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Maldives,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Mali,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Mali,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Mali,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Mali,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Mali,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Mali,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Mali,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Mali,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Malta,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Malta,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Malta,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Malta,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Malta,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Malta,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Malta,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Malta,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Marshall Islands,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Marshall Islands,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Marshall Islands,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Marshall Islands,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Marshall Islands,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Marshall Islands,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Marshall Islands,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Marshall Islands,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Mauritania,1. What law allows the government to isolate?,New document identified - suggest excluding,No - AI provides wrong info,
Mauritania,2. What level of government isolates?,New document identified - suggest excluding,No - AI provides wrong info,
Mauritania,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,No - AI provides wrong info,
Mauritania,4. Does the law limit isolation to a list?,New document identified - suggest excluding,No - AI provides wrong info,
Mauritania,5. Allow for to isolation of contacts?,New document identified - suggest excluding,No - AI provides wrong info,
Mauritania,6. What level of government quarantines?,New document identified - suggest excluding,No - AI provides wrong info,
Mauritania,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,No - AI provides wrong info,
Mauritania,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,No - AI provides wrong info,
Mauritius,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Mauritius,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Mauritius,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Mauritius,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,No - AI misses info found by human,checked
Mauritius,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Mauritius,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Mauritius,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Mauritius,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Mexico,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Mexico,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Mexico,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Mexico,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Mexico,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Mexico,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Mexico,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Mexico,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Micronesia (Federated States of Micronesia),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Micronesia (Federated States of Micronesia),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Micronesia (Federated States of Micronesia),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Micronesia (Federated States of Micronesia),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Micronesia (Federated States of Micronesia),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Micronesia (Federated States of Micronesia),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Micronesia (Federated States of Micronesia),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Micronesia (Federated States of Micronesia),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Monaco,1. What law allows the government to isolate?,No relevant documents identified,No - AI misses info found by human,
Monaco,2. What level of government isolates?,No relevant documents identified,No - AI provides wrong info,
Monaco,3. Isolation enforcement mechanisms?,No relevant documents identified,No - AI misses info found by human,
Monaco,4. Does the law limit isolation to a list?,No relevant documents identified,No - AI misses info found by human,
Monaco,5. Allow for to isolation of contacts?,No relevant documents identified,No - AI misses info found by human,
Monaco,6. What level of government quarantines?,No relevant documents identified,No - AI provides wrong info,
Monaco,7. Quarantine enforcement mechanisms?,No relevant documents identified,No - AI misses info found by human,
Monaco,8. Does the law limit quarantine to a list?,No relevant documents identified,No - AI misses info found by human,
Mongolia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Mongolia,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Mongolia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Mongolia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Mongolia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Mongolia,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Mongolia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Mongolia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Montenegro,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Montenegro,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Montenegro,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Montenegro,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Montenegro,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Montenegro,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Montenegro,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Montenegro,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Morocco,1. What law allows the government to isolate?,New document identified - suggest excluding,No - AI misses info found by human,
Morocco,2. What level of government isolates?,New document identified - suggest excluding,No - AI misses info found by human,
Morocco,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,No - AI misses info found by human,
Morocco,4. Does the law limit isolation to a list?,New document identified - suggest excluding,No - AI misses info found by human,
Morocco,5. Allow for to isolation of contacts?,New document identified - suggest excluding,No - AI misses info found by human,
Morocco,6. What level of government quarantines?,New document identified - suggest excluding,No - AI misses info found by human,
Morocco,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,No - AI misses info found by human,
Morocco,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,No - AI misses info found by human,
Mozambique,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Mozambique,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Mozambique,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Mozambique,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Mozambique,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Mozambique,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Mozambique,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Mozambique,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Myanmar (Burma),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Myanmar (Burma),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Myanmar (Burma),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Myanmar (Burma),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Myanmar (Burma),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Myanmar (Burma),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Myanmar (Burma),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Myanmar (Burma),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
Namibia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Namibia,2. What level of government isolates?,Identified document(s) already in Airtable,No - Both AI misses info found by human and human misses info found by AI,
Namibia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,No - AI provides additional info missed by human,
Namibia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Namibia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Namibia,6. What level of government quarantines?,Identified document(s) already in Airtable,No - AI provides wrong info,
Namibia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,No - AI provides wrong info,
Namibia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Nauru,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Nauru,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Nauru,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Nauru,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Nauru,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Nauru,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Nauru,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Nauru,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Nepal,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Nepal,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Nepal,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Nepal,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Nepal,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Nepal,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
